0001,L,R
0002,L,R
0003,L,R
0004,L,R
0005,L,R
0006,L,R
0007,L,R
0008,L,R
0009,L,R
0010,L,R
0011,L,R
0012,L,R
0013,L,R
0015,L,R
0017,L,R
0018,L,R
0019,L,R
0021,L,R
0022,L,R
0023,L,R
0024,L,R
0025,L,R
0026,L,R
0027,L,R
0028,L,R
0029,L,R
0030,L,R
0031,L,R
0032,L,R
0033,L,R
0034,L,R
0035,L,R
0036,L,R
0038,L,R
0039,L,R
0040,L,R
0042,L,R
0043,L,R
0044,L,R
0045,L,R
0046,L,R
0047,L,R
0048,L,R
0049,L,R
0050,L,R
0051,L,R
0052,L,R
0053,L,R
0055,L,R
0056,L,R
0057,L,R
0058,L,R
0059,L,R
0060,L,R
0061,L,R
0063,L,R
0064,L,R
0065,L,R
0066,L,R
0068,L,R
0069,L,R
0070,L,R
0071,L,R
0072,L,R
0073,L,R
0074,L,R
0075,L,R
0076,L,R
0078,L,R
0079,L,R
0080,L,R
0081,L,R
0082,L,R
0084,L,R
0085,L,R
0086,L,R
0087,L,R
0088,L,R
0089,L,R
0091,L,R
0092,L,R
0093,L,R
0094,L,R
0095,L,R
0096,L,R
0097,L,R
0098,L,R
0099,L,R
0100,L,R
0101,L,R
0102,L,R
0103,L,R
0105,L,R
0106,L,R
0107,L,R
0110,L,R
0111,L,R
0112,L,R
0113,L,R
0114,L,R
0115,L,R
0116,L,R
0117,L,R
0118,L,R
0124,L,R
0125,L,R
0126,L,R
0127,L,R
0128,L,R
0129,L,R
0130,L,R
0131,L,R
0132,L,R
0133,L,R
0135,L,R
0136,L,R
0137,L,R
0138,L,R
0139,L,R
0140,L,R
0141,L,R
0142,L,R
0143,L,R
0144,L,R
0145,L,R
0146,L,R
0147,L,R
0148,L,R
0149,L,R
0150,L,R
0151,L,R
0152,L,R
0154,L,R
0155,L,R
0156,L,R
0157,L,R
0158,L,R
0159,L,R
0160,L,R
0161,L,R
0162,L,R
0163,L,R
0164,L,R
0165,L,R
0168,L,R
0170,L,R
0171,L,R
0172,L,R
0174,L,R
0175,L,R
0176,L,R
0177,L,R
0178,L,R
0179,L,R
0182,L,R
0183,L,R
0184,L,R
0188,L,R
0189,L,R
0192,L,R
0194,L,R
0198,L,R
0200,L,R
0202,L,R
0206,L,R
0215,L,R
